"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 02 19:27:31 GMT 2024","Fri Aug 02 19:27:38 GMT 2024","7383","","Validation new post office address search page","","br.com.correios.address.tests.AddressTestNewOficialVersionTest","mustSearchValidZipCodeSelectingOptionLogradouroByCssSelector","Deve buscar e validar CEP por CSS Selector","Validate BY CSS SELECTOREnter the post office website; Look for an invalid Zip Code; Confirm that captcha is not informed"
"passed","Fri Aug 02 19:27:42 GMT 2024","Fri Aug 02 19:27:47 GMT 2024","4415","","Validation new post office address search page","","br.com.correios.address.tests.AddressTestNewOficialVersionTest","mustSearchValidZipCodeWithAllOptionsByXpath","Deve buscar e validar CEP por XPATH selecionando Todos","Validate BY XPATHEnter a valid zip code; Selects Community All Options; Click to seek zip code and Confirm that captcha is not informed"
"skipped","Fri Aug 02 19:28:00 GMT 2024","Fri Aug 02 19:28:00 GMT 2024","0","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeWithTypePromotionalZipCodeByXpath","Deve buscar e validar CEP por XPATH selecionando CEP Promocional","Validate BY XPATHEnter a valid zip code; Selects the promotional Zip Code; Click to seek zip code and valid non-existing zip code;"
"skipped","Fri Aug 02 19:28:00 GMT 2024","Fri Aug 02 19:28:00 GMT 2024","0","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeWithOperatingUnitOptionByCssSelector","Deve buscar e validar CEP por Css Slector selecionando Unidade Operacional","Validate CSS SELECTOREnter a valid zip code; Selects Operating Unit Option; Click to seek zip code and valid non-existing zip code;"
"skipped","Fri Aug 02 19:28:00 GMT 2024","Fri Aug 02 19:28:00 GMT 2024","0","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeSelectingOptionLogradouroByXpath","Deve buscar e validar CEP por XPATH","Validate BY XPATHEnter the post office website; Look for an invalid Zip Code; Confirms that zip code does not exist; Return to the home screen; Search for a valid zip code Confirm that the result is: Rua Quinze de Novembro - odd side, São Paulo/SP; Returns to the home screen; "
"skipped","Fri Aug 02 19:28:00 GMT 2024","Fri Aug 02 19:28:00 GMT 2024","0","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeSelectingBigUserOptionById","Deve buscar e validar CEP por ID selecionando Grande Usuário","Validate BY IDEnter a valid zip code; Selects BigUser Option Option; Click to seek zip code and valid non-existing zip code;"
"skipped","Fri Aug 02 19:28:00 GMT 2024","Fri Aug 02 19:28:00 GMT 2024","0","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeWithTypePromotionalZipCodeById","Deve buscar e validar CEP por ID selecionando CEP Promocional","Validate BY IDEnter a valid zip code; Selects the promotional Zip Code; Click to seek zip code and valid non-existing zip code;"
"skipped","Fri Aug 02 19:28:00 GMT 2024","Fri Aug 02 19:28:00 GMT 2024","0","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeWithCommunityMailboxByCssSelector","Deve buscar e validar CEP por CSS Selector selecionando Caixa Postal Comunitária","Validate CSS SELECTOREnter a valid zip code; Selects Community Mailbox Option; Click to seek zip code and valid non-existing zip code;"
"passed","Fri Aug 02 19:27:14 GMT 2024","Fri Aug 02 19:27:18 GMT 2024","3914","","Validation new post office address search page","","br.com.correios.address.tests.AddressTestNewOficialVersionTest","mustSearchValidZipCodeWithTypePromotionalZipCodeByCssSelector","Deve buscar e validar CEP por CSS Selector selecionando CEP Promocional","Validate CSS SELECTOREnter a valid zip code; Selects the promotional Zip Code; Click to seek zip code and Confirm that captcha is not informed"
"passed","Fri Aug 02 19:28:18 GMT 2024","Fri Aug 02 19:28:24 GMT 2024","5230","","Performs validations search screen for Tracking code","","br.com.correios.address.tests.TrackingTest","mustSearchValidZipCodeSelectingOptionLogradouroByXpath","Deve buscar e validar Código de rastreio por XPATH","Validate BY XPATHShould access the mail tracking screen;Search for an invalid code;Confirm that the code is incorrect and close the browser;"
"skipped","Fri Aug 02 19:28:00 GMT 2024","Fri Aug 02 19:28:00 GMT 2024","0","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeWithTypePromotionalZipCodeByCssSelector","Deve buscar e validar CEP por CSS Selector selecionando CEP Promocional","Validate CSS SELECTOREnter a valid zip code; Selects the promotional Zip Code; Click to seek zip code and valid non-existing zip code;"
"passed","Fri Aug 02 19:27:50 GMT 2024","Fri Aug 02 19:27:56 GMT 2024","6118","","Validation new post office address search page","","br.com.correios.address.tests.AddressTestNewOficialVersionTest","mustSearchValidZipCodeWithOperatingUnitOptionByCssSelector","Deve buscar e validar CEP por Css Slector selecionando Unidade Operacional","Validate CSS SELECTOREnter a valid zip code; Selects Operating Unit Option; Click to seek zip code and Confirm that captcha is not informed"
"skipped","Fri Aug 02 19:28:00 GMT 2024","Fri Aug 02 19:28:00 GMT 2024","0","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeWithOperatingUnitOptionByXpath","Deve buscar e validar CEP por XPATH selecionando Unidade Operacional","Validate BY XPATHEnter a valid zip code; Selects Operating Unit Option; Click to seek zip code and valid non-existing zip code;"
"passed","Fri Aug 02 19:27:06 GMT 2024","Fri Aug 02 19:27:10 GMT 2024","3927","","Validation new post office address search page","","br.com.correios.address.tests.AddressTestNewOficialVersionTest","mustSearchValidZipCodeWithTypePromotionalZipCodeByXpath","Deve buscar e validar CEP por XPATH selecionando CEP Promocional","Validate BY XPATHEnter a valid zip code; Selects the promotional Zip Code; Click to seek zip code and Confirm that captcha is not informed"
"passed","Fri Aug 02 19:28:13 GMT 2024","Fri Aug 02 19:28:18 GMT 2024","5695","","Performs validations search screen for Tracking code","","br.com.correios.address.tests.TrackingTest","mustSearchValidZipCodeSelectingOptionLogradouroByCssSelector","Deve buscar e validar Código de rastreio por CSS Selector","By CSSShould access the mail tracking screen;Search for an invalid code;Confirm that the code is incorrect and close the browser;"
"skipped","Fri Aug 02 19:28:00 GMT 2024","Fri Aug 02 19:28:00 GMT 2024","0","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeWithAllOptionsById","Deve buscar e validar CEP por ID selecionando Todas as Opções","Validate BY IDEnter a valid zip code; Selects Community All Options; Click to seek zip code and valid non-existing zip code;"
"skipped","Fri Aug 02 19:28:00 GMT 2024","Fri Aug 02 19:28:00 GMT 2024","0","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeWithAllOptionsByCssSelector","Deve buscar e validar CEP por ID selecionando Todas as Opções","Validate CSS SELECTOREnter a valid zip code; Selects Community All Options; Click to seek zip code and valid non-existing zip code;"
"skipped","Fri Aug 02 19:28:00 GMT 2024","Fri Aug 02 19:28:00 GMT 2024","0","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeWithCommunityMailboxById","Deve buscar e validar CEP por ID selecionando Caixa Postal Comunitária","Validate BY IDEnter a valid zip code; Selects Community Mailbox Option; Click to seek zip code and valid non-existing zip code;"
"passed","Fri Aug 02 19:26:58 GMT 2024","Fri Aug 02 19:27:02 GMT 2024","3909","","Validation new post office address search page","","br.com.correios.address.tests.AddressTestNewOficialVersionTest","mustSearchValidZipCodeWithAllOptionsById","Deve buscar e validar CEP por ID selecionando Todas as Opções","Validate BY IDEnter a valid zip code; Selects Community All Options; Click to seek zip code and Confirm that captcha is not informed"
"passed","Fri Aug 02 19:27:27 GMT 2024","Fri Aug 02 19:27:31 GMT 2024","3915","","Validation new post office address search page","","br.com.correios.address.tests.AddressTestNewOficialVersionTest","mustSearchValidZipCodeWithCommunityMailboxById","Deve buscar e validar CEP por ID selecionando Caixa Postal Comunitária","Validate BY IDEnter a valid zip code; Selects Community Mailbox Option; Click to seek zip code and Confirm that captcha is not informed"
"skipped","Fri Aug 02 19:28:00 GMT 2024","Fri Aug 02 19:28:00 GMT 2024","0","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeWithAllOptionsByXpath","Deve buscar e validar CEP por XPATH selecionando Todos","Validate BY XPATHEnter a valid zip code; Selects Community All Options; Click to seek zip code and valid non-existing zip code;"
"passed","Fri Aug 02 19:28:00 GMT 2024","Fri Aug 02 19:28:13 GMT 2024","12420","","Performs validations search screen for Tracking code","","br.com.correios.address.tests.TrackingTest","mustSearchValidZipCodeSelectingOptionLogradouroByID","Deve buscar e validar Código de rastreio por ID","Validate BY IDShould access the mail tracking screen;Search for an invalid code;Confirm that the code is incorrect and close the browser;"
"passed","Fri Aug 02 19:26:37 GMT 2024","Fri Aug 02 19:26:46 GMT 2024","8559","","Validation new post office address search page","","br.com.correios.address.tests.AddressTestNewOficialVersionTest","mustSearchValidZipCodeWithOperatingUnitOptionByXpath","Deve buscar e validar CEP por XPATH selecionando Unidade Operacional","Validate BY XPATHEnter a valid zip code; Selects Operating Unit Option; Click to seek zip code and Confirm that captcha is not informed"
"skipped","Fri Aug 02 19:28:00 GMT 2024","Fri Aug 02 19:28:00 GMT 2024","0","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeWithCommunityMailboxByXpath","Deve buscar e validar CEP por XPATH selecionando Caixa Postal Comunitária","Validate BY XPATHEnter a valid zip code; Selects Community Mailbox Option; Click to seek zip code and valid non-existing zip code;"
"passed","Fri Aug 02 19:27:47 GMT 2024","Fri Aug 02 19:27:50 GMT 2024","3681","","Validation new post office address search page","","br.com.correios.address.tests.AddressTestNewOficialVersionTest","mustSearchValidZipCodeWithCommunityMailboxByCssSelector","Deve buscar e validar CEP por CSS Selector selecionando Caixa Postal Comunitária","Validate CSS SELECTOREnter a valid zip code; Selects Community Mailbox Option; Click to seek zip code and Confirm that captcha is not informed"
"passed","Fri Aug 02 19:27:38 GMT 2024","Fri Aug 02 19:27:42 GMT 2024","3894","","Validation new post office address search page","","br.com.correios.address.tests.AddressTestNewOficialVersionTest","mustSearchValidZipCodeSelectingBigUserOptionByCssSelector","Deve buscar e validar CEP por CSS Selector selecionando Grande Usuário","Validate CSS SELECTOREnter a valid zip code; Selects BigUser Option Option; Click to seek zip code and vConfirm that captcha is not informed"
"passed","Fri Aug 02 19:26:46 GMT 2024","Fri Aug 02 19:26:50 GMT 2024","4343","","Validation new post office address search page","","br.com.correios.address.tests.AddressTestNewOficialVersionTest","mustSearchValidZipCodeWithOperatingUnitOptionById","Deve buscar e validar CEP por ID selecionando Unidade Operacional","Validate BY IDEnter a valid zip code; Selects Operating Unit Option; Click to seek zip code and Confirm that captcha is not informed"
"passed","Fri Aug 02 19:27:23 GMT 2024","Fri Aug 02 19:27:27 GMT 2024","3846","","Validation new post office address search page","","br.com.correios.address.tests.AddressTestNewOficialVersionTest","mustSearchValidZipCodeWithTypePromotionalZipCodeById","Deve buscar e validar CEP por ID selecionando CEP Promocional","Validate BY IDEnter a valid zip code; Selects the promotional Zip Code; Click to seek zip code and Confirm that captcha is not informed"
"skipped","Fri Aug 02 19:28:00 GMT 2024","Fri Aug 02 19:28:00 GMT 2024","0","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeWithOperatingUnitOptionById","Deve buscar e validar CEP por ID selecionando Unidade Operacional","Validate BY IDEnter a valid zip code; Selects Operating Unit Option; Click to seek zip code and valid non-existing zip code;"
