"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Aug 02 18:56:44 GMT 2024","Fri Aug 02 18:56:44 GMT 2024","0","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeWithAllOptionsById","Deve buscar e validar CEP por ID selecionando Todas as Opções","Validate BY IDEnter a valid zip code; Selects Community All Options; Click to seek zip code and valid non-existing zip code;"
"passed","Fri Aug 02 18:55:43 GMT 2024","Fri Aug 02 18:55:47 GMT 2024","3965","","Validation new post office address search page","","br.com.correios.address.tests.AddressTestNewOficialVersionTest","mustSearchValidZipCodeSelectingOptionLogradouroByID","Deve buscar e validar CEP por ID","Validate BY IDEnter the post office website; Look for an invalid Zip Code; Confirm that captcha is not informed"
"passed","Fri Aug 02 18:55:47 GMT 2024","Fri Aug 02 18:55:51 GMT 2024","3944","","Validation new post office address search page","","br.com.correios.address.tests.AddressTestNewOficialVersionTest","mustSearchValidZipCodeWithTypePromotionalZipCodeByXpath","Deve buscar e validar CEP por XPATH selecionando CEP Promocional","Validate BY XPATHEnter a valid zip code; Selects the promotional Zip Code; Click to seek zip code and Confirm that captcha is not informed"
"skipped","Fri Aug 02 18:56:44 GMT 2024","Fri Aug 02 18:56:44 GMT 2024","0","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeWithOperatingUnitOptionById","Deve buscar e validar CEP por ID selecionando Unidade Operacional","Validate BY IDEnter a valid zip code; Selects Operating Unit Option; Click to seek zip code and valid non-existing zip code;"
"skipped","Fri Aug 02 18:56:44 GMT 2024","Fri Aug 02 18:56:44 GMT 2024","0","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeSelectingBigUserOptionByXpath","Deve buscar e validar CEP por XPATH selecionando Grande Usuário","Validate BY XPATHEnter a valid zip code; Selects BigUser Option Option; Click to seek zip code and valid non-existing zip code;"
"skipped","Fri Aug 02 18:56:44 GMT 2024","Fri Aug 02 18:56:44 GMT 2024","0","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeWithTypePromotionalZipCodeById","Deve buscar e validar CEP por ID selecionando CEP Promocional","Validate BY IDEnter a valid zip code; Selects the promotional Zip Code; Click to seek zip code and valid non-existing zip code;"
"passed","Fri Aug 02 18:56:20 GMT 2024","Fri Aug 02 18:56:32 GMT 2024","11314","","Validation new post office address search page","","br.com.correios.address.tests.AddressTestNewOficialVersionTest","mustSearchValidZipCodeWithAllOptionsByXpath","Deve buscar e validar CEP por XPATH selecionando Todos","Validate BY XPATHEnter a valid zip code; Selects Community All Options; Click to seek zip code and Confirm that captcha is not informed"
"skipped","Fri Aug 02 18:56:44 GMT 2024","Fri Aug 02 18:56:44 GMT 2024","0","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeWithTypePromotionalZipCodeByCssSelector","Deve buscar e validar CEP por CSS Selector selecionando CEP Promocional","Validate CSS SELECTOREnter a valid zip code; Selects the promotional Zip Code; Click to seek zip code and valid non-existing zip code;"
"skipped","Fri Aug 02 18:56:44 GMT 2024","Fri Aug 02 18:56:44 GMT 2024","0","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeWithAllOptionsByXpath","Deve buscar e validar CEP por XPATH selecionando Todos","Validate BY XPATHEnter a valid zip code; Selects Community All Options; Click to seek zip code and valid non-existing zip code;"
"passed","Fri Aug 02 18:55:21 GMT 2024","Fri Aug 02 18:55:27 GMT 2024","6404","","Validation new post office address search page","","br.com.correios.address.tests.AddressTestNewOficialVersionTest","mustSearchValidZipCodeWithOperatingUnitOptionByXpath","Deve buscar e validar CEP por XPATH selecionando Unidade Operacional","Validate BY XPATHEnter a valid zip code; Selects Operating Unit Option; Click to seek zip code and Confirm that captcha is not informed"
"passed","Fri Aug 02 18:56:17 GMT 2024","Fri Aug 02 18:56:20 GMT 2024","3832","","Validation new post office address search page","","br.com.correios.address.tests.AddressTestNewOficialVersionTest","mustSearchValidZipCodeSelectingBigUserOptionByCssSelector","Deve buscar e validar CEP por CSS Selector selecionando Grande Usuário","Validate CSS SELECTOREnter a valid zip code; Selects BigUser Option Option; Click to seek zip code and vConfirm that captcha is not informed"
"skipped","Fri Aug 02 18:56:44 GMT 2024","Fri Aug 02 18:56:44 GMT 2024","0","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeSelectingBigUserOptionByCssSelector","Deve buscar e validar CEP por CSS Selector selecionando Grande Usuário","Validate CSS SELECTOREnter a valid zip code; Selects BigUser Option Option; Click to seek zip code and valid non-existing zip code;"
"passed","Fri Aug 02 18:56:50 GMT 2024","Fri Aug 02 18:56:55 GMT 2024","4749","","Performs validations search screen for Tracking code","","br.com.correios.address.tests.TrackingTest","mustSearchValidZipCodeSelectingOptionLogradouroByCssSelector","Deve buscar e validar Código de rastreio por CSS Selector","By CSSShould access the mail tracking screen;Search for an invalid code;Confirm that the code is incorrect and close the browser;"
"skipped","Fri Aug 02 18:56:44 GMT 2024","Fri Aug 02 18:56:44 GMT 2024","0","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeWithTypePromotionalZipCodeByXpath","Deve buscar e validar CEP por XPATH selecionando CEP Promocional","Validate BY XPATHEnter a valid zip code; Selects the promotional Zip Code; Click to seek zip code and valid non-existing zip code;"
"passed","Fri Aug 02 18:56:36 GMT 2024","Fri Aug 02 18:56:41 GMT 2024","4396","","Validation new post office address search page","","br.com.correios.address.tests.AddressTestNewOficialVersionTest","mustSearchValidZipCodeWithOperatingUnitOptionByCssSelector","Deve buscar e validar CEP por Css Slector selecionando Unidade Operacional","Validate CSS SELECTOREnter a valid zip code; Selects Operating Unit Option; Click to seek zip code and Confirm that captcha is not informed"
"passed","Fri Aug 02 18:56:41 GMT 2024","Fri Aug 02 18:56:44 GMT 2024","3848","","Validation new post office address search page","","br.com.correios.address.tests.AddressTestNewOficialVersionTest","mustSearchValidZipCodeSelectingOptionLogradouroByXpath","Deve buscar e validar CEP por XPATH","Validate BY XPATHEnter the post office website; Look for an invalid Zip Code; Confirm that captcha is not informed"
"passed","Fri Aug 02 18:56:55 GMT 2024","Fri Aug 02 18:57:00 GMT 2024","5013","","Performs validations search screen for Tracking code","","br.com.correios.address.tests.TrackingTest","mustSearchValidZipCodeSelectingOptionLogradouroByXpath","Deve buscar e validar Código de rastreio por XPATH","Validate BY XPATHShould access the mail tracking screen;Search for an invalid code;Confirm that the code is incorrect and close the browser;"
