"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 06 19:24:14 GMT 2024","Tue Aug 06 19:24:18 GMT 2024","3315","","Validation new post office address search page","","br.com.correios.address.tests.AddressTestNewOficialVersionTest","mustSearchValidZipCodeSelectingOptionLogradouroByXpath","Deve buscar e validar CEP por XPATH","Validate BY XPATHEnter the post office website; Look for an invalid Zip Code; Confirm that captcha is not informed"
"passed","Tue Aug 06 19:23:55 GMT 2024","Tue Aug 06 19:23:58 GMT 2024","3215","","Validation new post office address search page","","br.com.correios.address.tests.AddressTestNewOficialVersionTest","mustSearchValidZipCodeWithCommunityMailboxById","Deve buscar e validar CEP por ID selecionando Caixa Postal Comunitária","Validate BY IDEnter a valid zip code; Selects Community Mailbox Option; Click to seek zip code and Confirm that captcha is not informed"
"passed","Tue Aug 06 19:24:01 GMT 2024","Tue Aug 06 19:24:05 GMT 2024","3399","","Validation new post office address search page","","br.com.correios.address.tests.AddressTestNewOficialVersionTest","mustSearchValidZipCodeSelectingBigUserOptionByCssSelector","Deve buscar e validar CEP por CSS Selector selecionando Grande Usuário","Validate CSS SELECTOREnter a valid zip code; Selects BigUser Option Option; Click to seek zip code and vConfirm that captcha is not informed"
"skipped","Tue Aug 06 19:24:18 GMT 2024","Tue Aug 06 19:24:18 GMT 2024","1","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeSelectingBigUserOptionByCssSelector","Deve buscar e validar CEP por CSS Selector selecionando Grande Usuário","Validate CSS SELECTOREnter a valid zip code; Selects BigUser Option Option; Click to seek zip code and valid non-existing zip code;"
"skipped","Tue Aug 06 19:24:18 GMT 2024","Tue Aug 06 19:24:18 GMT 2024","0","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeWithCommunityMailboxById","Deve buscar e validar CEP por ID selecionando Caixa Postal Comunitária","Validate BY IDEnter a valid zip code; Selects Community Mailbox Option; Click to seek zip code and valid non-existing zip code;"
"passed","Tue Aug 06 19:24:05 GMT 2024","Tue Aug 06 19:24:08 GMT 2024","3347","","Validation new post office address search page","","br.com.correios.address.tests.AddressTestNewOficialVersionTest","mustSearchValidZipCodeWithAllOptionsByXpath","Deve buscar e validar CEP por XPATH selecionando Todos","Validate BY XPATHEnter a valid zip code; Selects Community All Options; Click to seek zip code and Confirm that captcha is not informed"
"skipped","Tue Aug 06 19:24:18 GMT 2024","Tue Aug 06 19:24:18 GMT 2024","0","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeWithAllOptionsById","Deve buscar e validar CEP por ID selecionando Todas as Opções","Validate BY IDEnter a valid zip code; Selects Community All Options; Click to seek zip code and valid non-existing zip code;"
"passed","Tue Aug 06 19:23:58 GMT 2024","Tue Aug 06 19:24:01 GMT 2024","3180","","Validation new post office address search page","","br.com.correios.address.tests.AddressTestNewOficialVersionTest","mustSearchValidZipCodeSelectingOptionLogradouroByCssSelector","Deve buscar e validar CEP por CSS Selector","Validate BY CSS SELECTOREnter the post office website; Look for an invalid Zip Code; Confirm that captcha is not informed"
"skipped","Tue Aug 06 19:24:18 GMT 2024","Tue Aug 06 19:24:18 GMT 2024","0","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeWithCommunityMailboxByXpath","Deve buscar e validar CEP por XPATH selecionando Caixa Postal Comunitária","Validate BY XPATHEnter a valid zip code; Selects Community Mailbox Option; Click to seek zip code and valid non-existing zip code;"
"passed","Tue Aug 06 19:23:24 GMT 2024","Tue Aug 06 19:23:27 GMT 2024","3372","","Validation new post office address search page","","br.com.correios.address.tests.AddressTestNewOficialVersionTest","mustSearchValidZipCodeSelectingBigUserOptionByXpath","Deve buscar e validar CEP por XPATH selecionando Grande Usuário","Validate BY XPATHEnter a valid zip code; Selects BigUser Option Option; Click to seek zip code and Confirm that captcha is not informed"
"skipped","Tue Aug 06 19:24:18 GMT 2024","Tue Aug 06 19:24:18 GMT 2024","0","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeWithTypePromotionalZipCodeById","Deve buscar e validar CEP por ID selecionando CEP Promocional","Validate BY IDEnter a valid zip code; Selects the promotional Zip Code; Click to seek zip code and valid non-existing zip code;"
"passed","Tue Aug 06 19:23:51 GMT 2024","Tue Aug 06 19:23:55 GMT 2024","3461","","Validation new post office address search page","","br.com.correios.address.tests.AddressTestNewOficialVersionTest","mustSearchValidZipCodeWithTypePromotionalZipCodeById","Deve buscar e validar CEP por ID selecionando CEP Promocional","Validate BY IDEnter a valid zip code; Selects the promotional Zip Code; Click to seek zip code and Confirm that captcha is not informed"
"passed","Tue Aug 06 19:23:16 GMT 2024","Tue Aug 06 19:23:21 GMT 2024","4582","","Validation new post office address search page","","br.com.correios.address.tests.AddressTestNewOficialVersionTest","mustSearchValidZipCodeWithOperatingUnitOptionByXpath","Deve buscar e validar CEP por XPATH selecionando Unidade Operacional","Validate BY XPATHEnter a valid zip code; Selects Operating Unit Option; Click to seek zip code and Confirm that captcha is not informed"
"passed","Tue Aug 06 19:23:34 GMT 2024","Tue Aug 06 19:23:38 GMT 2024","3594","","Validation new post office address search page","","br.com.correios.address.tests.AddressTestNewOficialVersionTest","mustSearchValidZipCodeSelectingOptionLogradouroByID","Deve buscar e validar CEP por ID","Validate BY IDEnter the post office website; Look for an invalid Zip Code; Confirm that captcha is not informed"
"passed","Tue Aug 06 19:23:21 GMT 2024","Tue Aug 06 19:23:24 GMT 2024","3402","","Validation new post office address search page","","br.com.correios.address.tests.AddressTestNewOficialVersionTest","mustSearchValidZipCodeWithOperatingUnitOptionById","Deve buscar e validar CEP por ID selecionando Unidade Operacional","Validate BY IDEnter a valid zip code; Selects Operating Unit Option; Click to seek zip code and Confirm that captcha is not informed"
"skipped","Tue Aug 06 19:24:18 GMT 2024","Tue Aug 06 19:24:18 GMT 2024","0","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeWithCommunityMailboxByCssSelector","Deve buscar e validar CEP por CSS Selector selecionando Caixa Postal Comunitária","Validate CSS SELECTOREnter a valid zip code; Selects Community Mailbox Option; Click to seek zip code and valid non-existing zip code;"
"skipped","Tue Aug 06 19:24:18 GMT 2024","Tue Aug 06 19:24:18 GMT 2024","0","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeSelectingOptionLogradouroByCssSelector","Deve buscar e validar CEP por CSS Selector","Validate BY CSS SELECTOREnter the post office website; Look for an invalid Zip Code; Confirms that zip code does not exist; Return to the home screen; Search for a valid zip code Confirm that the result is: Rua Quinze de Novembro - odd side, São Paulo/SP; Returns to the home screen; "
"skipped","Tue Aug 06 19:24:18 GMT 2024","Tue Aug 06 19:24:18 GMT 2024","0","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeWithOperatingUnitOptionById","Deve buscar e validar CEP por ID selecionando Unidade Operacional","Validate BY IDEnter a valid zip code; Selects Operating Unit Option; Click to seek zip code and valid non-existing zip code;"
"passed","Tue Aug 06 19:23:41 GMT 2024","Tue Aug 06 19:23:44 GMT 2024","3392","","Validation new post office address search page","","br.com.correios.address.tests.AddressTestNewOficialVersionTest","mustSearchValidZipCodeWithAllOptionsByCssSelector","Deve buscar e validar CEP por ID selecionando Todas as Opções","Validate CSS SELECTOREnter a valid zip code; Selects Community All Options; Click to seek zip code and Confirm that captcha is not informed"
"skipped","Tue Aug 06 19:24:18 GMT 2024","Tue Aug 06 19:24:18 GMT 2024","0","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeSelectingOptionLogradouroByXpath","Deve buscar e validar CEP por XPATH","Validate BY XPATHEnter the post office website; Look for an invalid Zip Code; Confirms that zip code does not exist; Return to the home screen; Search for a valid zip code Confirm that the result is: Rua Quinze de Novembro - odd side, São Paulo/SP; Returns to the home screen; "
"skipped","Tue Aug 06 19:24:18 GMT 2024","Tue Aug 06 19:24:18 GMT 2024","0","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeSelectingBigUserOptionByXpath","Deve buscar e validar CEP por XPATH selecionando Grande Usuário","Validate BY XPATHEnter a valid zip code; Selects BigUser Option Option; Click to seek zip code and valid non-existing zip code;"
"passed","Tue Aug 06 19:23:31 GMT 2024","Tue Aug 06 19:23:34 GMT 2024","3347","","Validation new post office address search page","","br.com.correios.address.tests.AddressTestNewOficialVersionTest","mustSearchValidZipCodeWithAllOptionsById","Deve buscar e validar CEP por ID selecionando Todas as Opções","Validate BY IDEnter a valid zip code; Selects Community All Options; Click to seek zip code and Confirm that captcha is not informed"
"passed","Tue Aug 06 19:24:11 GMT 2024","Tue Aug 06 19:24:14 GMT 2024","3381","","Validation new post office address search page","","br.com.correios.address.tests.AddressTestNewOficialVersionTest","mustSearchValidZipCodeWithOperatingUnitOptionByCssSelector","Deve buscar e validar CEP por Css Slector selecionando Unidade Operacional","Validate CSS SELECTOREnter a valid zip code; Selects Operating Unit Option; Click to seek zip code and Confirm that captcha is not informed"
"skipped","Tue Aug 06 19:24:18 GMT 2024","Tue Aug 06 19:24:18 GMT 2024","0","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeSelectingBigUserOptionById","Deve buscar e validar CEP por ID selecionando Grande Usuário","Validate BY IDEnter a valid zip code; Selects BigUser Option Option; Click to seek zip code and valid non-existing zip code;"
"skipped","Tue Aug 06 19:24:18 GMT 2024","Tue Aug 06 19:24:18 GMT 2024","0","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeWithOperatingUnitOptionByXpath","Deve buscar e validar CEP por XPATH selecionando Unidade Operacional","Validate BY XPATHEnter a valid zip code; Selects Operating Unit Option; Click to seek zip code and valid non-existing zip code;"
"skipped","Tue Aug 06 19:24:18 GMT 2024","Tue Aug 06 19:24:18 GMT 2024","0","","Performs validations search screen for zip code Post Office","","br.com.correios.address.tests.AddressTest","mustSearchValidZipCodeSelectingOptionLogradouroByID","Deve buscar e validar CEP por ID","Validate BY IDEnter the post office website; Look for an invalid Zip Code; Confirms that zip code does not exist; Return to the home screen; Search for a valid zip code Confirm that the result is: Rua Quinze de Novembro - odd side, São Paulo/SP; Returns to the home screen; "
